rightwidth,rightheight,rightangle
0.0,8.54400374531753,0
1.4142135623730951,26.1725046566048,0.020534238194686475
0.0,7.211102550927978,0
4.47213595499958,6.324555320336759,0.16183743123842284
1.4142135623730951,9.433981132056603,0.05573620431421371
10.816653826391969,7.615773105863909,0.3096415223107567
0.0,9.219544457292887,0
1.4142135623730951,10.0,0.046896997038159395
0.0,12.0,0
9.848857801796104,9.0,0.20610328250568416
10.770329614269007,7.810249675906654,0.21272614337255813
13.892443989449804,25.0,0.27639497196324214
13.92838827718412,9.433981132056603,0.28999095507309647
8.06225774829855,9.219544457292887,0.13982579409543736
20.09975124224178,30.066592756745816,0.34377968392857616
13.92838827718412,9.848857801796104,0.30138949809005905
13.038404810405298,11.661903789690601,0.2310233111548941
14.560219778561036,8.602325267042627,0.23904974259572706
11.40175425099138,1.0,0.20627825591159582
5.0990195135927845,10.295630140987,0.0787014595455557
9.433981132056603,17.88854381999832,0.18334795266235504
0.0,31.622776601683793,0
11.661903789690601,21.18962010041709,0.23146597211353598
16.492422502470642,17.0,0.2737354234967682
10.816653826391969,21.095023109728988,0.21372692748516556
9.433981132056603,20.223748416156685,0.18399446946253092
10.816653826391969,23.08679276123039,0.1950089295364412
13.152946437965905,23.08679276123039,0.2701418809729394
17.11724276862369,29.427877939124322,0.4424016907468924
10.816653826391969,21.095023109728988,0.22184056732993684
11.661903789690601,18.788294228055936,0.24229590631683742
10.0,20.8806130178211,0.18187574172745394
10.0,23.021728866442675,0.1927007586623855
8.48528137423857,21.37755832643195,0.1322510515364866
10.816653826391969,21.095023109728988,0.22184056732993684
13.416407864998739,25.059928172283335,0.20781823576234373
8.48528137423857,20.615528128088304,0.13788596843269255
10.0,21.540659228538015,0.18187574172745405
0.0,11.180339887498949,0
10.295630140987,19.235384061671343,0.17605408331093347
9.219544457292887,23.021728866442675,0.1658022661597156
16.1245154965971,28.284271247461902,0.3364313919329181
9.219544457292887,21.93171219946131,0.1573821574688632
11.40175425099138,20.12461179749811,0.21273178069161022
10.63014581273465,18.35755975068582,0.14433723485037572
0.0,25.495097567963924,0
0.0,1.0,0
15.231546211727817,24.186773244895647,0.2515704848496006
0.0,0.0,0
0.0,33.0,0
0.0,11.0,0
0.0,30.265491900843113,0
0.0,20.396078054371138,0
0.0,35.34119409414458,0
16.278820596099706,29.274562336608895,0.35046328796476894
9.486832980505138,26.30589287593181,0.1775558999081372
0.0,27.16615541441225,0
0.0,28.442925306655784,0
0.0,41.23105625617661,0
17.08800749063506,27.0,0.3994355224712798
1.4142135623730951,8.06225774829855,0.07677189126977797
0.0,26.92582403567252,0
0.0,27.65863337187866,0
0.0,43.01162633521314,0
0.0,28.160255680657446,0
0.0,33.12099032335839,0
0.0,40.607881008493905,0
0.0,28.861739379323623,0
0.0,36.71511950137164,0
0.0,39.395431207184416,0
0.0,29.832867780352597,0
1.4142135623730951,9.486832980505138,0.07204006538682765
13.92838827718412,25.0,0.25549695493884805
0.0,29.832867780352597,0
0.0,43.01162633521314,0
0.0,32.14031735997639,0
0.0,39.66106403010388,0
0.0,39.11521443121589,0
0.0,28.442925306655784,0
0.0,24.515301344262525,0
7.0710678118654755,25.019992006393608,0.11121752367864628
13.038404810405298,26.076809620810597,0.23056658002911265
